index,time_s,qd_rad,qd_deg,qd_dot_rad_s,qd_ddot_rad_s2,tau_inertia_Nm,tau_gravity_Nm,tau_total_Nm
658,3.290000,1.161491,66.548549,0.342427,0.000000,0.000000,2.772799,2.772799
659,3.295000,1.163203,66.646647,0.342427,0.000000,0.000000,2.774854,2.774854
660,3.300000,1.164916,66.744745,0.342427,-0.000000,-0.000000,2.776901,2.776901
661,3.305000,1.166628,66.842843,0.342427,-0.000000,-0.000000,2.778940,2.778940
662,3.310000,1.168340,66.940941,0.342427,0.000000,0.000000,2.780971,2.780971
663,3.315000,1.170052,67.039039,0.342427,-0.000000,-0.000000,2.782994,2.782994
664,3.320000,1.171764,67.137137,0.342427,0.000000,0.000000,2.785009,2.785009
665,3.325000,1.173476,67.235235,0.342427,-0.000000,-0.000000,2.787015,2.787015
666,3.330000,1.175188,67.333333,0.342427,-0.000000,-0.000000,2.789014,2.789014
667,3.335000,1.176900,67.431431,0.342427,-0.000000,-0.000000,2.791004,2.791004
668,3.340000,1.178613,67.529530,0.342427,0.000000,0.000000,2.792986,2.792986
669,3.345000,1.180325,67.627628,0.342427,-0.000000,-0.000000,2.794959,2.794959
670,3.350000,1.182037,67.725726,0.342427,0.000000,0.000000,2.796925,2.796925
671,3.355000,1.183749,67.823824,0.342427,0.000000,0.000000,2.798882,2.798882
672,3.360000,1.185461,67.921922,0.342427,-0.000000,-0.000000,2.800832,2.800832
673,3.365000,1.187173,68.020020,0.342427,-0.000000,-0.000000,2.802772,2.802772
674,3.370000,1.188885,68.118118,0.342427,0.000000,0.000000,2.804705,2.804705
675,3.375000,1.190598,68.216216,0.342427,-0.000000,-0.000000,2.806630,2.806630
676,3.380000,1.192310,68.314314,0.342427,0.000000,0.000000,2.808546,2.808546
677,3.385000,1.194022,68.412412,0.342427,-0.000000,-0.000000,2.810454,2.810454
678,3.390000,1.195734,68.510511,0.342427,-0.000000,-0.000000,2.812354,2.812354
679,3.395000,1.197446,68.608609,0.342427,0.000000,0.000000,2.814246,2.814246
680,3.400000,1.199158,68.706707,0.342427,-0.000000,-0.000000,2.816129,2.816129
681,3.405000,1.200870,68.804805,0.342427,0.000000,0.000000,2.818004,2.818004
682,3.410000,1.202583,68.902903,0.342427,-0.000000,-0.000000,2.819871,2.819871
683,3.415000,1.204295,69.001001,0.342427,0.000000,0.000000,2.821729,2.821729
684,3.420000,1.206007,69.099099,0.342427,0.000000,0.000000,2.823580,2.823580
685,3.425000,1.207719,69.197197,0.342427,-0.000000,-0.000000,2.825422,2.825422
686,3.430000,1.209431,69.295295,0.342427,-0.000000,-0.000000,2.827255,2.827255
687,3.435000,1.211143,69.393393,0.342427,0.000000,0.000000,2.829081,2.829081
688,3.440000,1.212855,69.491491,0.342427,0.000000,0.000000,2.830898,2.830898
689,3.445000,1.214567,69.589590,0.342427,-0.000000,-0.000000,2.832707,2.832707
690,3.450000,1.216280,69.687688,0.342427,-0.000000,-0.000000,2.834507,2.834507
691,3.455000,1.217992,69.785786,0.342427,0.000000,0.000000,2.836300,2.836300
692,3.460000,1.219704,69.883884,0.342427,0.000000,0.000000,2.838083,2.838083
693,3.465000,1.221416,69.981982,0.342427,-0.000000,-0.000000,2.839859,2.839859
694,3.470000,1.223128,70.080080,0.342427,0.000000,0.000000,2.841626,2.841626
695,3.475000,1.224840,70.178178,0.342427,0.000000,0.000000,2.843385,2.843385
696,3.480000,1.226552,70.276276,0.342427,-0.000000,-0.000000,2.845136,2.845136
697,3.485000,1.228265,70.374374,0.342427,-0.000000,-0.000000,2.846878,2.846878
698,3.490000,1.229977,70.472472,0.342427,0.000000,0.000000,2.848612,2.848612
699,3.495000,1.231689,70.570571,0.342427,0.000000,0.000000,2.850338,2.850338
700,3.500000,1.233401,70.668669,0.342427,-0.000000,-0.000000,2.852055,2.852055
701,3.505000,1.235113,70.766767,0.342427,0.000000,0.000000,2.853764,2.853764
702,3.510000,1.236825,70.864865,0.342427,-0.000000,-0.000000,2.855464,2.855464
703,3.515000,1.238537,70.962963,0.342427,-0.000000,-0.000000,2.857156,2.857156
704,3.520000,1.240249,71.061061,0.342427,0.000000,0.000000,2.858840,2.858840
705,3.525000,1.241962,71.159159,0.342427,0.000000,0.000000,2.860515,2.860515
706,3.530000,1.243674,71.257257,0.342427,0.000000,0.000000,2.862182,2.862182
707,3.535000,1.245386,71.355355,0.342427,-0.000000,-0.000000,2.863841,2.863841
708,3.540000,1.247098,71.453453,0.342427,0.000000,0.000000,2.865491,2.865491
709,3.545000,1.248810,71.551552,0.342427,-0.000000,-0.000000,2.867133,2.867133
710,3.550000,1.250522,71.649650,0.342427,-0.000000,-0.000000,2.868766,2.868766
711,3.555000,1.252234,71.747748,0.342427,0.000000,0.000000,2.870391,2.870391
712,3.560000,1.253947,71.845846,0.342427,-0.000000,-0.000000,2.872008,2.872008
713,3.565000,1.255659,71.943944,0.342427,-0.000000,-0.000000,2.873616,2.873616
714,3.570000,1.257371,72.042042,0.342427,-0.000000,-0.000000,2.875216,2.875216
715,3.575000,1.259083,72.140140,0.342427,0.000000,0.000000,2.876807,2.876807
716,3.580000,1.260795,72.238238,0.342427,0.000000,0.000000,2.878390,2.878390
717,3.585000,1.262507,72.336336,0.342427,-0.000000,-0.000000,2.879964,2.879964
718,3.590000,1.264219,72.434434,0.342427,0.000000,0.000000,2.881530,2.881530
719,3.595000,1.265932,72.532533,0.342427,0.000000,0.000000,2.883088,2.883088
720,3.600000,1.267644,72.630631,0.342427,-0.000000,-0.000000,2.884637,2.884637
721,3.605000,1.269356,72.728729,0.342427,-0.000000,-0.000000,2.886178,2.886178
722,3.610000,1.271068,72.826827,0.342427,-0.000000,-0.000000,2.887710,2.887710
723,3.615000,1.272780,72.924925,0.342427,0.000000,0.000000,2.889233,2.889233
724,3.620000,1.274492,73.023023,0.342427,0.000000,0.000000,2.890749,2.890749
725,3.625000,1.276204,73.121121,0.342427,-0.000000,-0.000000,2.892255,2.892255
726,3.630000,1.277916,73.219219,0.342427,-0.000000,-0.000000,2.893754,2.893754
727,3.635000,1.279629,73.317317,0.342427,-0.000000,-0.000000,2.895244,2.895244
728,3.640000,1.281341,73.415415,0.342427,0.000000,0.000000,2.896725,2.896725
729,3.645000,1.283053,73.513514,0.342427,-0.000000,-0.000000,2.898198,2.898198
730,3.650000,1.284765,73.611612,0.342427,-0.000000,-0.000000,2.899662,2.899662
731,3.655000,1.286477,73.709710,0.342427,-0.000000,-0.000000,2.901118,2.901118
732,3.660000,1.288189,73.807808,0.342427,0.000000,0.000000,2.902565,2.902565
733,3.665000,1.289901,73.905906,0.342427,-0.000000,-0.000000,2.904004,2.904004
734,3.670000,1.291614,74.004004,0.342427,0.000000,0.000000,2.905434,2.905434
735,3.675000,1.293326,74.102102,0.342427,0.000000,0.000000,2.906856,2.906856
736,3.680000,1.295038,74.200200,0.342427,0.000000,0.000000,2.908269,2.908269
737,3.685000,1.296750,74.298298,0.342427,-0.000000,-0.000000,2.909674,2.909674
738,3.690000,1.298462,74.396396,0.342427,-0.000000,-0.000000,2.911070,2.911070
739,3.695000,1.300174,74.494494,0.342427,-0.000000,-0.000000,2.912458,2.912458
740,3.700000,1.301886,74.592593,0.342427,0.000000,0.000000,2.913837,2.913837
741,3.705000,1.303598,74.690691,0.342427,-0.000000,-0.000000,2.915208,2.915208
742,3.710000,1.305311,74.788789,0.342427,-0.000000,-0.000000,2.916570,2.916570
743,3.715000,1.307023,74.886887,0.342427,-0.000000,-0.000000,2.917923,2.917923
744,3.720000,1.308735,74.984985,0.342427,0.000000,0.000000,2.919268,2.919268
745,3.725000,1.310447,75.083083,0.342427,-0.000000,-0.000000,2.920604,2.920604
746,3.730000,1.312159,75.181181,0.342427,0.000000,0.000000,2.921932,2.921932
747,3.735000,1.313871,75.279279,0.342427,-0.000000,-0.000000,2.923251,2.923251
748,3.740000,1.315583,75.377377,0.342427,0.000000,0.000000,2.924562,2.924562
749,3.745000,1.317296,75.475475,0.342427,-0.000000,-0.000000,2.925864,2.925864
750,3.750000,1.319008,75.573574,0.342427,0.000000,0.000000,2.927158,2.927158
751,3.755000,1.320720,75.671672,0.342427,-0.000000,-0.000000,2.928443,2.928443
752,3.760000,1.322432,75.769770,0.342427,0.000000,0.000000,2.929719,2.929719
753,3.765000,1.324144,75.867868,0.342427,-0.000000,-0.000000,2.930987,2.930987
754,3.770000,1.325856,75.965966,0.342427,0.000000,0.000000,2.932246,2.932246
755,3.775000,1.327568,76.064064,0.342427,0.000000,0.000000,2.933497,2.933497
756,3.780000,1.329280,76.162162,0.342427,-0.000000,-0.000000,2.934739,2.934739
757,3.785000,1.330993,76.260260,0.342427,0.000000,0.000000,2.935972,2.935972
758,3.790000,1.332705,76.358358,0.342427,0.000000,0.000000,2.937197,2.937197
759,3.795000,1.334417,76.456456,0.342427,0.000000,0.000000,2.938413,2.938413
760,3.800000,1.336129,76.554555,0.342427,-0.000000,-0.000000,2.939621,2.939621
761,3.805000,1.337841,76.652653,0.342427,-0.000000,-0.000000,2.940820,2.940820
762,3.810000,1.339553,76.750751,0.342427,-0.000000,-0.000000,2.942010,2.942010
763,3.815000,1.341265,76.848849,0.342427,0.000000,0.000000,2.943192,2.943192
764,3.820000,1.342978,76.946947,0.342427,0.000000,0.000000,2.944365,2.944365
765,3.825000,1.344690,77.045045,0.342427,-0.000000,-0.000000,2.945529,2.945529
766,3.830000,1.346402,77.143143,0.342427,-0.000000,-0.000000,2.946685,2.946685
767,3.835000,1.348114,77.241241,0.342427,-0.000000,-0.000000,2.947832,2.947832
768,3.840000,1.349826,77.339339,0.342427,0.000000,0.000000,2.948971,2.948971
769,3.845000,1.351538,77.437437,0.342427,-0.000000,-0.000000,2.950101,2.950101
770,3.850000,1.353250,77.535536,0.342427,0.000000,0.000000,2.951222,2.951222
771,3.855000,1.354963,77.633634,0.342427,-0.000000,-0.000000,2.952334,2.952334
772,3.860000,1.356675,77.731732,0.342427,0.000000,0.000000,2.953438,2.953438
773,3.865000,1.358387,77.829830,0.342427,-0.000000,-0.000000,2.954534,2.954534
774,3.870000,1.360099,77.927928,0.342427,0.000000,0.000000,2.955620,2.955620
775,3.875000,1.361811,78.026026,0.342427,0.000000,0.000000,2.956698,2.956698
776,3.880000,1.363523,78.124124,0.342427,-0.000000,-0.000000,2.957767,2.957767
777,3.885000,1.365235,78.222222,0.342427,-0.000000,-0.000000,2.958828,2.958828
778,3.890000,1.366947,78.320320,0.342427,-0.000000,-0.000000,2.959880,2.959880
779,3.895000,1.368660,78.418418,0.342427,0.000000,0.000000,2.960923,2.960923
780,3.900000,1.370372,78.516517,0.342427,0.000000,0.000000,2.961958,2.961958
781,3.905000,1.372084,78.614615,0.342427,-0.000000,-0.000000,2.962984,2.962984
782,3.910000,1.373796,78.712713,0.342427,0.000000,0.000000,2.964001,2.964001
783,3.915000,1.375508,78.810811,0.342427,-0.000000,-0.000000,2.965009,2.965009
784,3.920000,1.377220,78.908909,0.342427,0.000000,0.000000,2.966009,2.966009
785,3.925000,1.378932,79.007007,0.342427,-0.000000,-0.000000,2.967000,2.967000
786,3.930000,1.380645,79.105105,0.342427,0.000000,0.000000,2.967983,2.967983
787,3.935000,1.382357,79.203203,0.342427,0.000000,0.000000,2.968957,2.968957
788,3.940000,1.384069,79.301301,0.342427,0.000000,0.000000,2.969922,2.969922
789,3.945000,1.385781,79.399399,0.342427,-0.000000,-0.000000,2.970878,2.970878
790,3.950000,1.387493,79.497497,0.342427,0.000000,0.000000,2.971826,2.971826
791,3.955000,1.389205,79.595596,0.342427,-0.000000,-0.000000,2.972764,2.972764
792,3.960000,1.390917,79.693694,0.342427,0.000000,0.000000,2.973695,2.973695
793,3.965000,1.392629,79.791792,0.342427,-0.000000,-0.000000,2.974616,2.974616
794,3.970000,1.394342,79.889890,0.342427,0.000000,0.000000,2.975529,2.975529
795,3.975000,1.396054,79.987988,0.342427,-0.000000,-0.000000,2.976433,2.976433
796,3.980000,1.397766,80.086086,0.342427,-0.000000,-0.000000,2.977328,2.977328
797,3.985000,1.399478,80.184184,0.342427,-0.000000,-0.000000,2.978215,2.978215
798,3.990000,1.401190,80.282282,0.342427,0.000000,0.000000,2.979093,2.979093
799,3.995000,1.402902,80.380380,0.342427,0.000000,0.000000,2.979962,2.979962
800,4.000000,1.404614,80.478478,0.342427,-0.000000,-0.000000,2.980822,2.980822
801,4.005000,1.406327,80.576577,0.342427,-0.000000,-0.000000,2.981674,2.981674
802,4.010000,1.408039,80.674675,0.342427,0.000000,0.000000,2.982517,2.982517
803,4.015000,1.409751,80.772773,0.342427,0.000000,0.000000,2.983351,2.983351
804,4.020000,1.411463,80.870871,0.342427,0.000000,0.000000,2.984176,2.984176
805,4.025000,1.413175,80.968969,0.342427,0.000000,0.000000,2.984993,2.984993
806,4.030000,1.414887,81.067067,0.342427,-0.000000,-0.000000,2.985801,2.985801
807,4.035000,1.416599,81.165165,0.342427,-0.000000,-0.000000,2.986600,2.986600
808,4.040000,1.418312,81.263263,0.342427,0.000000,0.000000,2.987390,2.987390
809,4.045000,1.420024,81.361361,0.342427,0.000000,0.000000,2.988172,2.988172
810,4.050000,1.421736,81.459459,0.342427,-0.000000,-0.000000,2.988945,2.988945
811,4.055000,1.423448,81.557558,0.342427,0.000000,0.000000,2.989709,2.989709
812,4.060000,1.425160,81.655656,0.342427,0.000000,0.000000,2.990465,2.990465
813,4.065000,1.426872,81.753754,0.342427,-0.000000,-0.000000,2.991211,2.991211
814,4.070000,1.428584,81.851852,0.342427,0.000000,0.000000,2.991949,2.991949
815,4.075000,1.430296,81.949950,0.342427,-0.000000,-0.000000,2.992678,2.992678
816,4.080000,1.432009,82.048048,0.342427,0.000000,0.000000,2.993398,2.993398
817,4.085000,1.433721,82.146146,0.342427,0.000000,0.000000,2.994110,2.994110
818,4.090000,1.435433,82.244244,0.342427,-0.000000,-0.000000,2.994813,2.994813
819,4.095000,1.437145,82.342342,0.342427,0.000000,0.000000,2.995507,2.995507
820,4.100000,1.438857,82.440440,0.342427,-0.000000,-0.000000,2.996192,2.996192
821,4.105000,1.440569,82.538539,0.342427,-0.000000,-0.000000,2.996868,2.996868
822,4.110000,1.442281,82.636637,0.342427,0.000000,0.000000,2.997536,2.997536
823,4.115000,1.443994,82.734735,0.342427,-0.000000,-0.000000,2.998195,2.998195
824,4.120000,1.445706,82.832833,0.342427,0.000000,0.000000,2.998845,2.998845
825,4.125000,1.447418,82.930931,0.342427,-0.000000,-0.000000,2.999486,2.999486
826,4.130000,1.449130,83.029029,0.342427,-0.000000,-0.000000,3.000118,3.000118
827,4.135000,1.450842,83.127127,0.342427,0.000000,0.000000,3.000742,3.000742
828,4.140000,1.452554,83.225225,0.342427,0.000000,0.000000,3.001357,3.001357
829,4.145000,1.454266,83.323323,0.342427,0.000000,0.000000,3.001963,3.001963
830,4.150000,1.455978,83.421421,0.342427,-0.000000,-0.000000,3.002560,3.002560
831,4.155000,1.457691,83.519520,0.342427,-0.000000,-0.000000,3.003149,3.003149
832,4.160000,1.459403,83.617618,0.342427,0.000000,0.000000,3.003728,3.003728
833,4.165000,1.461115,83.715716,0.342427,-0.000000,-0.000000,3.004299,3.004299
834,4.170000,1.462827,83.813814,0.342427,0.000000,0.000000,3.004861,3.004861
835,4.175000,1.464539,83.911912,0.342427,-0.000000,-0.000000,3.005414,3.005414
836,4.180000,1.466251,84.010010,0.342427,-0.000000,-0.000000,3.005959,3.005959
837,4.185000,1.467963,84.108108,0.342427,0.000000,0.000000,3.006494,3.006494
838,4.190000,1.469676,84.206206,0.342427,-0.000000,-0.000000,3.007021,3.007021
839,4.195000,1.471388,84.304304,0.342427,0.000000,0.000000,3.007539,3.007539
840,4.200000,1.473100,84.402402,0.342427,0.000000,0.000000,3.008048,3.008048
841,4.205000,1.474812,84.500501,0.342427,0.000000,0.000000,3.008549,3.008549
842,4.210000,1.476524,84.598599,0.342427,-0.000000,-0.000000,3.009040,3.009040
843,4.215000,1.478236,84.696697,0.342427,0.000000,0.000000,3.009523,3.009523
844,4.220000,1.479948,84.794795,0.342427,-0.000000,-0.000000,3.009997,3.009997
845,4.225000,1.481660,84.892893,0.342427,-0.000000,-0.000000,3.010462,3.010462
846,4.230000,1.483373,84.990991,0.342427,0.000000,0.000000,3.010918,3.010918
847,4.235000,1.485085,85.089089,0.342427,-0.000000,-0.000000,3.011366,3.011366
848,4.240000,1.486797,85.187187,0.342427,0.000000,0.000000,3.011804,3.011804
849,4.245000,1.488509,85.285285,0.342427,-0.000000,-0.000000,3.012234,3.012234
850,4.250000,1.490221,85.383383,0.342427,-0.000000,-0.000000,3.012655,3.012655
851,4.255000,1.491933,85.481481,0.342427,0.000000,0.000000,3.013067,3.013067
852,4.260000,1.493645,85.579580,0.342427,0.000000,0.000000,3.013470,3.013470
853,4.265000,1.495358,85.677678,0.342427,-0.000000,-0.000000,3.013865,3.013865
854,4.270000,1.497070,85.775776,0.342427,-0.000000,-0.000000,3.014250,3.014250
855,4.275000,1.498782,85.873874,0.342427,-0.000000,-0.000000,3.014627,3.014627
856,4.280000,1.500494,85.971972,0.342427,0.000000,0.000000,3.014995,3.014995
857,4.285000,1.502206,86.070070,0.342427,-0.000000,-0.000000,3.015354,3.015354
858,4.290000,1.503918,86.168168,0.342427,0.000000,0.000000,3.015704,3.015704
859,4.295000,1.505630,86.266266,0.342427,-0.000000,-0.000000,3.016046,3.016046
860,4.300000,1.507343,86.364364,0.342427,0.000000,0.000000,3.016378,3.016378
861,4.305000,1.509055,86.462462,0.342427,-0.000000,-0.000000,3.016702,3.016702
862,4.310000,1.510767,86.560561,0.342427,-0.000000,-0.000000,3.017017,3.017017
863,4.315000,1.512479,86.658659,0.342427,0.000000,0.000000,3.017323,3.017323
864,4.320000,1.514191,86.756757,0.342427,0.000000,0.000000,3.017620,3.017620
865,4.325000,1.515903,86.854855,0.342427,-0.000000,-0.000000,3.017908,3.017908
866,4.330000,1.517615,86.952953,0.342427,-0.000000,-0.000000,3.018188,3.018188
867,4.335000,1.519327,87.051051,0.342427,-0.000000,-0.000000,3.018459,3.018459
868,4.340000,1.521040,87.149149,0.342427,0.000000,0.000000,3.018720,3.018720
869,4.345000,1.522752,87.247247,0.342427,-0.000000,-0.000000,3.018973,3.018973
870,4.350000,1.524464,87.345345,0.342427,0.000000,0.000000,3.019217,3.019217
871,4.355000,1.526176,87.443443,0.342427,-0.000000,-0.000000,3.019453,3.019453
872,4.360000,1.527888,87.541542,0.342427,0.000000,0.000000,3.019679,3.019679
873,4.365000,1.529600,87.639640,0.342427,-0.000000,-0.000000,3.019897,3.019897
874,4.370000,1.531312,87.737738,0.342427,-0.000000,-0.000000,3.020105,3.020105
875,4.375000,1.533025,87.835836,0.342427,0.000000,0.000000,3.020305,3.020305
876,4.380000,1.534737,87.933934,0.342427,0.000000,0.000000,3.020496,3.020496
877,4.385000,1.536449,88.032032,0.342427,-0.000000,-0.000000,3.020678,3.020678
878,4.390000,1.538161,88.130130,0.342427,0.000000,0.000000,3.020852,3.020852
879,4.395000,1.539873,88.228228,0.342427,-0.000000,-0.000000,3.021016,3.021016
880,4.400000,1.541585,88.326326,0.342427,0.000000,0.000000,3.021172,3.021172
881,4.405000,1.543297,88.424424,0.342427,-0.000000,-0.000000,3.021318,3.021318
882,4.410000,1.545009,88.522523,0.342427,-0.000000,-0.000000,3.021456,3.021456
883,4.415000,1.546722,88.620621,0.342427,0.000000,0.000000,3.021585,3.021585
884,4.420000,1.548434,88.718719,0.342427,-0.000000,-0.000000,3.021705,3.021705
885,4.425000,1.550146,88.816817,0.342427,-0.000000,-0.000000,3.021817,3.021817
886,4.430000,1.551858,88.914915,0.342427,-0.000000,-0.000000,3.021919,3.021919
887,4.435000,1.553570,89.013013,0.342427,0.000000,0.000000,3.022013,3.022013
888,4.440000,1.555282,89.111111,0.342427,-0.000000,-0.000000,3.022097,3.022097
889,4.445000,1.556994,89.209209,0.342427,0.000000,0.000000,3.022173,3.022173
890,4.450000,1.558707,89.307307,0.342427,-0.000000,-0.000000,3.022240,3.022240
891,4.455000,1.560419,89.405405,0.342427,-0.000000,-0.000000,3.022298,3.022298
892,4.460000,1.562131,89.503504,0.342427,0.000000,0.000000,3.022348,3.022348
893,4.465000,1.563843,89.601602,0.342427,0.000000,0.000000,3.022388,3.022388
894,4.470000,1.565555,89.699700,0.342427,-0.000000,-0.000000,3.022419,3.022419
895,4.475000,1.567267,89.797798,0.342427,-0.000000,-0.000000,3.022442,3.022442
896,4.480000,1.568979,89.895896,0.342427,0.000000,0.000000,3.022456,3.022456
897,4.485000,1.570692,89.993994,0.342427,-0.000000,-0.000000,3.022461,3.022461
898,4.490000,1.572404,90.092092,0.342427,0.000000,0.000000,3.022457,3.022457
899,4.495000,1.574116,90.190190,0.342427,-0.000000,-0.000000,3.022444,3.022444
900,4.500000,1.575828,90.288288,0.342427,0.000000,0.000000,3.022423,3.022423
901,4.505000,1.577540,90.386386,0.342427,-0.000000,-0.000000,3.022392,3.022392
902,4.510000,1.579252,90.484484,0.342427,-0.000000,-0.000000,3.022353,3.022353
903,4.515000,1.580964,90.582583,0.342427,0.000000,0.000000,3.022305,3.022305
904,4.520000,1.582676,90.680681,0.342427,0.000000,0.000000,3.022248,3.022248
905,4.525000,1.584389,90.778779,0.342427,-0.000000,-0.000000,3.022182,3.022182
906,4.530000,1.586101,90.876877,0.342427,0.000000,0.000000,3.022107,3.022107
907,4.535000,1.587813,90.974975,0.342427,0.000000,0.000000,3.022023,3.022023
908,4.540000,1.589525,91.073073,0.342427,-0.000000,-0.000000,3.021931,3.021931
909,4.545000,1.591237,91.171171,0.342427,0.000000,0.000000,3.021830,3.021830
910,4.550000,1.592949,91.269269,0.342427,0.000000,0.000000,3.021719,3.021719
911,4.555000,1.594661,91.367367,0.342427,0.000000,0.000000,3.021600,3.021600
912,4.560000,1.596374,91.465465,0.342427,-0.000000,-0.000000,3.021472,3.021472
913,4.565000,1.598086,91.563564,0.342427,0.000000,0.000000,3.021336,3.021336
914,4.570000,1.599798,91.661662,0.342427,-0.000000,-0.000000,3.021190,3.021190
915,4.575000,1.601510,91.759760,0.342427,0.000000,0.000000,3.021036,3.021036
916,4.580000,1.603222,91.857858,0.342427,0.000000,0.000000,3.020872,3.020872
917,4.585000,1.604934,91.955956,0.342427,-0.000000,-0.000000,3.020700,3.020700
918,4.590000,1.606646,92.054054,0.342427,-0.000000,-0.000000,3.020519,3.020519
919,4.595000,1.608358,92.152152,0.342427,0.000000,0.000000,3.020329,3.020329
920,4.600000,1.610071,92.250250,0.342427,-0.000000,-0.000000,3.020130,3.020130
921,4.605000,1.611783,92.348348,0.342427,0.000000,0.000000,3.019923,3.019923
922,4.610000,1.613495,92.446446,0.342427,0.000000,0.000000,3.019706,3.019706
923,4.615000,1.615207,92.544545,0.342427,-0.000000,-0.000000,3.019481,3.019481
924,4.620000,1.616919,92.642643,0.342427,0.000000,0.000000,3.019247,3.019247
925,4.625000,1.618631,92.740741,0.342427,-0.000000,-0.000000,3.019004,3.019004
926,4.630000,1.620343,92.838839,0.342427,-0.000000,-0.000000,3.018752,3.018752
927,4.635000,1.622056,92.936937,0.342427,0.000000,0.000000,3.018491,3.018491
928,4.640000,1.623768,93.035035,0.342427,0.000000,0.000000,3.018222,3.018222
929,4.645000,1.625480,93.133133,0.342427,-0.000000,-0.000000,3.017943,3.017943
930,4.650000,1.627192,93.231231,0.342427,0.000000,0.000000,3.017656,3.017656
931,4.655000,1.628904,93.329329,0.342427,-0.000000,-0.000000,3.017360,3.017360
932,4.660000,1.630616,93.427427,0.342427,0.000000,0.000000,3.017055,3.017055
933,4.665000,1.632328,93.525526,0.342427,0.000000,0.000000,3.016741,3.016741
934,4.670000,1.634040,93.623624,0.342427,0.000000,0.000000,3.016418,3.016418
935,4.675000,1.635753,93.721722,0.342427,-0.000000,-0.000000,3.016087,3.016087
936,4.680000,1.637465,93.819820,0.342427,0.000000,0.000000,3.015747,3.015747
937,4.685000,1.639177,93.917918,0.342427,0.000000,0.000000,3.015397,3.015397
938,4.690000,1.640889,94.016016,0.342427,-0.000000,-0.000000,3.015039,3.015039
939,4.695000,1.642601,94.114114,0.342427,-0.000000,-0.000000,3.014673,3.014673
940,4.700000,1.644313,94.212212,0.342427,0.000000,0.000000,3.014297,3.014297
941,4.705000,1.646025,94.310310,0.342427,-0.000000,-0.000000,3.013912,3.013912
942,4.710000,1.647738,94.408408,0.342427,0.000000,0.000000,3.013519,3.013519
943,4.715000,1.649450,94.506507,0.342427,-0.000000,-0.000000,3.013117,3.013117
944,4.720000,1.651162,94.604605,0.342427,-0.000000,-0.000000,3.012706,3.012706
945,4.725000,1.652874,94.702703,0.342427,0.000000,0.000000,3.012286,3.012286
946,4.730000,1.654586,94.800801,0.342427,0.000000,0.000000,3.011857,3.011857
947,4.735000,1.656298,94.898899,0.342427,-0.000000,-0.000000,3.011420,3.011420
948,4.740000,1.658010,94.996997,0.342427,0.000000,0.000000,3.010973,3.010973
949,4.745000,1.659723,95.095095,0.342427,-0.000000,-0.000000,3.010518,3.010518
950,4.750000,1.661435,95.193193,0.342427,0.000000,0.000000,3.010054,3.010054
951,4.755000,1.663147,95.291291,0.342427,-0.000000,-0.000000,3.009581,3.009581
952,4.760000,1.664859,95.389389,0.342427,0.000000,0.000000,3.009100,3.009100
953,4.765000,1.666571,95.487487,0.342427,-0.000000,-0.000000,3.008609,3.008609
954,4.770000,1.668283,95.585586,0.342427,-0.000000,-0.000000,3.008110,3.008110
955,4.775000,1.669995,95.683684,0.342427,0.000000,0.000000,3.007602,3.007602
956,4.780000,1.671707,95.781782,0.342427,0.000000,0.000000,3.007085,3.007085
957,4.785000,1.673420,95.879880,0.342427,0.000000,0.000000,3.006559,3.006559
958,4.790000,1.675132,95.977978,0.342427,0.000000,0.000000,3.006025,3.006025
959,4.795000,1.676844,96.076076,0.342427,-0.000000,-0.000000,3.005482,3.005482
960,4.800000,1.678556,96.174174,0.342427,-0.000000,-0.000000,3.004929,3.004929
961,4.805000,1.680268,96.272272,0.342427,-0.000000,-0.000000,3.004368,3.004368
962,4.810000,1.681980,96.370370,0.342427,0.000000,0.000000,3.003799,3.003799
963,4.815000,1.683692,96.468468,0.342427,0.000000,0.000000,3.003220,3.003220
964,4.820000,1.685405,96.566567,0.342427,0.000000,0.000000,3.002633,3.002633
965,4.825000,1.687117,96.664665,0.342427,-0.000000,-0.000000,3.002036,3.002036
966,4.830000,1.688829,96.762763,0.342427,-0.000000,-0.000000,3.001431,3.001431
967,4.835000,1.690541,96.860861,0.342427,0.000000,0.000000,3.000818,3.000818
968,4.840000,1.692253,96.958959,0.342427,-0.000000,-0.000000,3.000195,3.000195
969,4.845000,1.693965,97.057057,0.342427,0.000000,0.000000,2.999564,2.999564
970,4.850000,1.695677,97.155155,0.342427,0.000000,0.000000,2.998924,2.998924
971,4.855000,1.697389,97.253253,0.342427,-0.000000,-0.000000,2.998275,2.998275
972,4.860000,1.699102,97.351351,0.342427,-0.000000,-0.000000,2.997617,2.997617
973,4.865000,1.700814,97.449449,0.342427,0.000000,0.000000,2.996950,2.996950
974,4.870000,1.702526,97.547548,0.342427,-0.000000,-0.000000,2.996275,2.996275
975,4.875000,1.704238,97.645646,0.342427,0.000000,0.000000,2.995591,2.995591
976,4.880000,1.705950,97.743744,0.342427,0.000000,0.000000,2.994898,2.994898
977,4.885000,1.707662,97.841842,0.342427,-0.000000,-0.000000,2.994196,2.994196
978,4.890000,1.709374,97.939940,0.342427,-0.000000,-0.000000,2.993486,2.993486
979,4.895000,1.711087,98.038038,0.342427,0.000000,0.000000,2.992767,2.992767
980,4.900000,1.712799,98.136136,0.342427,0.000000,0.000000,2.992039,2.992039
